,STATE,ZIP Code,NUMBER OF RETURNS,NUMBER OF RETURNS WITH TOTAL INCOME,TOTAL INCOME AMOUNT,NUMBER OF RETURNS WITH SALARIES AND WAGES,SALARIES AND WAGES AMOUNT,Brewery,Address,City,State
362,AL,36104,2640.0,2640.0,109777.0,2340.0,73525.0,the railyard brewing co,12 w jefferson st ste 100,Montgomery,AL
363,AL,36105,4280.0,4280.0,143342.0,3700.0,111439.0,,,,
364,AL,36106,6530.0,6530.0,507935.0,5320.0,285326.0,,,,
365,AL,36107,3020.0,3020.0,91337.0,2670.0,72724.0,,,,
366,AL,36108,7560.0,7560.0,213394.0,6520.0,162589.0,,,,
367,AL,36109,11040.0,11040.0,558730.0,8810.0,364960.0,,,,
368,AL,36110,4680.0,4680.0,122665.0,4110.0,100514.0,,,,
369,AL,36111,5700.0,5700.0,424801.0,4780.0,233696.0,,,,
370,AL,36112,40.0,40.0,3023.0,40.0,2985.0,,,,
371,AL,36113,290.0,290.0,17079.0,290.0,16698.0,,,,
372,AL,36115,250.0,250.0,11183.0,240.0,10726.0,,,,
373,AL,36116,18280.0,18280.0,763283.0,16360.0,596224.0,,,,
374,AL,36117,22350.0,22350.0,1656832.0,18800.0,1076249.0,,,,
375,AL,36201,6470.0,6470.0,197900.0,5630.0,157434.0,cheaha brewing co,1208 walnut ave,Anniston,AL
376,AL,36203,8380.0,8380.0,427924.0,7010.0,318009.0,,,,
377,AL,36205,280.0,280.0,14661.0,220.0,8519.0,,,,
378,AL,36206,4560.0,4560.0,182157.0,3760.0,133573.0,,,,
379,AL,36207,8280.0,8280.0,504837.0,6660.0,322548.0,,,,
380,AL,36250,2020.0,2020.0,109043.0,1680.0,78198.0,,,,
381,AL,36251,2080.0,2080.0,89070.0,1780.0,69320.0,,,,
382,AL,36255,380.0,380.0,33507.0,320.0,14181.0,,,,
383,AL,36256,610.0,610.0,26186.0,530.0,21205.0,,,,
384,AL,36258,620.0,620.0,28413.0,490.0,20302.0,,,,
385,AL,36260,1600.0,1600.0,67851.0,1340.0,54601.0,,,,
386,AL,36262,520.0,520.0,21568.0,440.0,16829.0,,,,
387,AL,36263,250.0,250.0,12735.0,210.0,9873.0,,,,
388,AL,36264,3400.0,3400.0,161328.0,2910.0,126349.0,,,,
389,AL,36265,7660.0,7660.0,367171.0,6300.0,255289.0,,,,
390,AL,36266,2210.0,2210.0,98545.0,1870.0,69919.0,,,,
391,AL,36268,2210.0,2210.0,106148.0,1910.0,75990.0,,,,
392,AL,36269,460.0,460.0,19481.0,380.0,15039.0,,,,
393,AL,36271,2380.0,2380.0,114934.0,1940.0,84259.0,,,,
394,AL,36272,4680.0,4680.0,192489.0,3840.0,144311.0,,,,
395,AL,36273,1030.0,1030.0,50817.0,840.0,40818.0,,,,
396,AL,36274,4290.0,4290.0,162253.0,3750.0,132340.0,,,,
397,AL,36276,870.0,870.0,34853.0,730.0,27262.0,,,,
398,AL,36277,2330.0,2330.0,101753.0,1920.0,76828.0,,,,
399,AL,36278,1860.0,1860.0,101325.0,1410.0,64475.0,,,,
400,AL,36279,1040.0,1040.0,45535.0,850.0,36159.0,,,,
401,AL,36280,1420.0,1420.0,63376.0,1150.0,49437.0,,,,
402,AL,36301,15220.0,15220.0,689880.0,12930.0,507944.0,folklore brewing,153 mary lou ln,Dothan,AL
403,AL,36303,12710.0,12710.0,751655.0,10680.0,480366.0,,,,
404,AL,36305,6770.0,6770.0,555564.0,5570.0,376906.0,,,,
405,AL,36310,2380.0,2380.0,105923.0,1890.0,70383.0,,,,
406,AL,36311,1040.0,1040.0,48333.0,870.0,36693.0,,,,
407,AL,36312,2370.0,2370.0,113872.0,1980.0,88106.0,,,,
408,AL,36314,220.0,220.0,9818.0,170.0,7385.0,,,,
409,AL,36316,740.0,740.0,38570.0,590.0,27844.0,,,,
410,AL,36317,160.0,160.0,6017.0,130.0,5014.0,,,,
411,AL,36318,490.0,490.0,24260.0,390.0,17823.0,,,,
412,AL,36319,870.0,870.0,46069.0,710.0,32707.0,,,,
413,AL,36320,1310.0,1310.0,52686.0,1110.0,40774.0,,,,
414,AL,36321,750.0,750.0,31520.0,660.0,24674.0,,,,
415,AL,36322,3380.0,3380.0,146222.0,2800.0,107056.0,,,,
416,AL,36323,2850.0,2850.0,160386.0,2350.0,89945.0,,,,
417,AL,36330,14900.0,14900.0,878630.0,12620.0,613734.0,,,,
418,AL,36340,2000.0,2000.0,85541.0,1640.0,60803.0,,,,
419,AL,36343,590.0,590.0,22269.0,490.0,15791.0,,,,
420,AL,36344,2080.0,2080.0,89547.0,1660.0,63994.0,,,,
421,AL,36345,3510.0,3510.0,189917.0,2960.0,143144.0,,,,
422,AL,36346,570.0,570.0,26677.0,480.0,20885.0,,,,
423,AL,36350,2970.0,2970.0,144310.0,2580.0,111418.0,,,,
424,AL,36351,1430.0,1430.0,75256.0,1170.0,54846.0,,,,
425,AL,36352,2130.0,2130.0,122455.0,1760.0,86973.0,,,,
426,AL,36353,820.0,820.0,37015.0,670.0,27222.0,,,,
427,AL,36360,7700.0,7700.0,350898.0,6250.0,249723.0,,,,
428,AL,36362,1500.0,1500.0,73568.0,1460.0,70069.0,,,,
429,AL,36370,380.0,380.0,16752.0,310.0,13075.0,,,,
430,AL,36371,220.0,220.0,10773.0,190.0,7638.0,,,,
431,AL,36373,210.0,210.0,6821.0,180.0,5380.0,,,,
432,AL,36374,470.0,470.0,23029.0,370.0,16211.0,,,,
433,AL,36375,2770.0,2770.0,118236.0,2290.0,89411.0,,,,
434,AL,36376,890.0,890.0,34527.0,780.0,27884.0,,,,
435,AL,36401,2850.0,2850.0,108830.0,2380.0,78720.0,,,,
436,AL,36420,4400.0,4400.0,218899.0,3640.0,151132.0,,,,
437,AL,36421,3510.0,3510.0,200225.0,2920.0,137879.0,,,,
438,AL,36425,340.0,340.0,10871.0,280.0,8399.0,,,,
439,AL,36426,5640.0,5640.0,251957.0,4650.0,184049.0,,,,
440,AL,36432,910.0,910.0,33006.0,760.0,26191.0,,,,
441,AL,36435,200.0,200.0,5232.0,160.0,4266.0,,,,
442,AL,36436,190.0,190.0,7851.0,160.0,6795.0,,,,
443,AL,36439,290.0,290.0,13629.0,230.0,10423.0,,,,
444,AL,36441,1460.0,1460.0,66673.0,1200.0,49497.0,,,,
445,AL,36442,1100.0,1100.0,41640.0,880.0,31215.0,,,,
446,AL,36444,210.0,210.0,7940.0,180.0,6669.0,,,,
447,AL,36445,1510.0,1510.0,63145.0,1220.0,47487.0,,,,
448,AL,36446,220.0,220.0,11013.0,200.0,8052.0,,,,
449,AL,36451,1900.0,1900.0,106633.0,1600.0,71437.0,,,,
450,AL,36453,870.0,870.0,41399.0,710.0,30355.0,,,,
451,AL,36455,130.0,130.0,4695.0,120.0,3596.0,,,,
452,AL,36456,720.0,720.0,28590.0,610.0,22344.0,,,,
453,AL,36460,3330.0,3330.0,168412.0,2780.0,116649.0,,,,
454,AL,36467,3740.0,3740.0,169302.0,3060.0,117709.0,,,,
455,AL,36471,390.0,390.0,13305.0,320.0,10922.0,,,,
456,AL,36474,1090.0,1090.0,49112.0,920.0,38413.0,,,,
457,AL,36475,740.0,740.0,30399.0,610.0,24006.0,,,,
458,AL,36477,1610.0,1610.0,74199.0,1330.0,51409.0,,,,
459,AL,36480,700.0,700.0,34726.0,540.0,23769.0,,,,
460,AL,36481,110.0,110.0,2572.0,90.0,2169.0,,,,
461,AL,36482,380.0,380.0,11956.0,330.0,9861.0,,,,
462,AL,36483,180.0,180.0,7302.0,140.0,5103.0,,,,
463,AL,36502,6080.0,6080.0,250877.0,5080.0,179528.0,,,,
464,AL,36505,610.0,610.0,31087.0,510.0,26030.0,,,,
465,AL,36507,7900.0,7900.0,384132.0,6700.0,285179.0,,,,
466,AL,36509,830.0,830.0,26479.0,660.0,18229.0,,,,
467,AL,36511,380.0,380.0,14271.0,310.0,10240.0,,,,
468,AL,36513,280.0,280.0,10914.0,230.0,8397.0,,,,
469,AL,36518,1030.0,1030.0,62811.0,860.0,45786.0,,,,
470,AL,36521,1940.0,1940.0,100263.0,1610.0,81589.0,,,,
471,AL,36522,2790.0,2790.0,124890.0,2360.0,102485.0,,,,
472,AL,36523,1030.0,1030.0,49374.0,800.0,30586.0,,,,
473,AL,36524,420.0,420.0,17321.0,320.0,13210.0,,,,
474,AL,36525,820.0,820.0,41332.0,680.0,33048.0,,,,
475,AL,36526,14950.0,14950.0,1091883.0,12480.0,773576.0,,,,
476,AL,36527,6640.0,6640.0,600655.0,5540.0,429827.0,5 rivers brewing llc,,Spanish Fort,AL
477,AL,36528,770.0,770.0,51496.0,550.0,29138.0,,,,
478,AL,36529,220.0,220.0,10998.0,180.0,8939.0,,,,
479,AL,36530,3270.0,3270.0,192484.0,2520.0,101308.0,,,,
480,AL,36532,14010.0,14010.0,1204322.0,10250.0,691277.0,fairhope brewing co,914 nichols ave,Fairhope,AL
481,AL,36535,12760.0,12760.0,558774.0,9780.0,347541.0,,,,
482,AL,36538,140.0,140.0,5634.0,120.0,4337.0,,,,
483,AL,36539,270.0,270.0,14373.0,230.0,11127.0,,,,
484,AL,36540,380.0,380.0,11952.0,340.0,10245.0,,,,
485,AL,36541,5750.0,5750.0,287042.0,4840.0,221793.0,,,,
486,AL,36542,6290.0,6290.0,378401.0,4650.0,200519.0,big beach brewing company,300 e 24th ave,Gulf Shores,AL
487,AL,36544,4480.0,4480.0,183804.0,3900.0,147294.0,,,,
488,AL,36545,3610.0,3610.0,180692.0,2950.0,126278.0,,,,
489,AL,36548,460.0,460.0,26501.0,390.0,19986.0,,,,
490,AL,36549,2270.0,2270.0,116466.0,1330.0,54445.0,,,,
491,AL,36551,3880.0,3880.0,195595.0,3340.0,149395.0,,,,
492,AL,36553,1240.0,1240.0,54382.0,1050.0,44221.0,,,,
493,AL,36555,620.0,620.0,47113.0,430.0,23577.0,,,,
494,AL,36556,120.0,120.0,5420.0,100.0,4392.0,,,,
495,AL,36558,1300.0,1300.0,70597.0,1070.0,54546.0,,,,
496,AL,36559,410.0,410.0,53149.0,270.0,23714.0,,,,
497,AL,36560,1300.0,1300.0,45106.0,1060.0,36056.0,,,,
498,AL,36561,3950.0,3950.0,334794.0,2810.0,165182.0,gts on the bay,26189 canal rd,Orange Beach,AL
499,AL,36562,690.0,690.0,30495.0,600.0,25086.0,,,,
500,AL,36564,490.0,490.0,83171.0,280.0,24834.0,,,,
501,AL,36567,5790.0,5790.0,259705.0,4860.0,194763.0,,,,
502,AL,36568,190.0,190.0,6831.0,160.0,5421.0,,,,
503,AL,36569,330.0,330.0,16464.0,270.0,12834.0,,,,
504,AL,36571,6850.0,6850.0,398530.0,5780.0,309244.0,,,,
505,AL,36572,2900.0,2900.0,171019.0,2450.0,134598.0,,,,
506,AL,36574,560.0,560.0,28575.0,420.0,18825.0,,,,
507,AL,36575,8490.0,8490.0,427721.0,7290.0,343269.0,,,,
508,AL,36576,1980.0,1980.0,95355.0,1610.0,70688.0,,,,
509,AL,36578,820.0,820.0,48964.0,710.0,38130.0,,,,
510,AL,36579,710.0,710.0,37633.0,580.0,26444.0,,,,
511,AL,36580,2510.0,2510.0,109959.0,2020.0,75976.0,,,,
512,AL,36582,9990.0,9990.0,490816.0,8460.0,359232.0,,,,
513,AL,36583,260.0,260.0,15840.0,200.0,12350.0,,,,
514,AL,36584,240.0,240.0,11842.0,210.0,9956.0,,,,
515,AL,36585,390.0,390.0,19635.0,320.0,15113.0,,,,
516,AL,36587,4090.0,4090.0,196610.0,3450.0,149123.0,,,,
517,AL,36590,280.0,280.0,13983.0,220.0,9713.0,,,,
518,AL,36602,450.0,450.0,34591.0,360.0,17963.0,haint blue brewing company,806 monroe street,Mobile,AL
519,AL,36602,450.0,450.0,34591.0,360.0,17963.0,serda brewing company,600 government st,Mobile,AL
520,AL,36603,2500.0,2500.0,65666.0,2180.0,51464.0,,,,
521,AL,36604,3890.0,3890.0,212028.0,3330.0,156110.0,,,,
522,AL,36605,10890.0,10890.0,353467.0,9250.0,259958.0,,,,
523,AL,36606,8030.0,8030.0,333126.0,6950.0,249682.0,,,,
524,AL,36607,2670.0,2670.0,154283.0,2270.0,95308.0,,,,
525,AL,36608,15160.0,15160.0,1209567.0,12550.0,723116.0,,,,
526,AL,36609,10300.0,10300.0,481494.0,8700.0,352770.0,,,,
527,AL,36610,4110.0,4110.0,89396.0,3550.0,71984.0,,,,
528,AL,36611,2380.0,2380.0,75490.0,2060.0,60038.0,,,,
529,AL,36612,1620.0,1620.0,37963.0,1360.0,30165.0,,,,
530,AL,36613,4770.0,4770.0,173123.0,4070.0,135688.0,,,,
531,AL,36616,250.0,250.0,27130.0,190.0,10846.0,,,,
532,AL,36617,5150.0,5150.0,146240.0,4280.0,102551.0,,,,
533,AL,36618,7610.0,7610.0,298861.0,6530.0,240357.0,,,,
534,AL,36619,6370.0,6370.0,361983.0,5210.0,260494.0,,,,
535,AL,36693,8530.0,8530.0,524147.0,6860.0,338061.0,,,,
536,AL,36695,21090.0,21090.0,1408908.0,17790.0,1047044.0,,,,
537,AL,36701,8640.0,8640.0,350502.0,7440.0,258464.0,,,,
538,AL,36703,4330.0,4330.0,132681.0,3860.0,108079.0,,,,
539,AL,36720,310.0,310.0,7511.0,290.0,6608.0,,,,
540,AL,36722,150.0,150.0,4836.0,120.0,4013.0,,,,
541,AL,36726,1770.0,1770.0,75602.0,1470.0,49537.0,,,,
542,AL,36728,230.0,230.0,8672.0,190.0,5080.0,,,,
543,AL,36732,3510.0,3510.0,173932.0,3020.0,124893.0,,,,
544,AL,36736,490.0,490.0,18195.0,440.0,15911.0,,,,
545,AL,36738,370.0,370.0,13214.0,310.0,10215.0,,,,
546,AL,36740,460.0,460.0,15641.0,410.0,12416.0,,,,
547,AL,36742,940.0,940.0,48278.0,780.0,35923.0,,,,
548,AL,36744,2550.0,2550.0,94636.0,2230.0,70174.0,,,,
549,AL,36748,1270.0,1270.0,57414.0,1040.0,42639.0,,,,
550,AL,36749,390.0,390.0,14720.0,350.0,12997.0,,,,
551,AL,36750,1140.0,1140.0,53790.0,960.0,42667.0,,,,
552,AL,36751,350.0,350.0,9350.0,300.0,8035.0,,,,
553,AL,36752,710.0,710.0,37449.0,580.0,24868.0,,,,
554,AL,36756,2010.0,2010.0,71657.0,1700.0,53585.0,,,,
555,AL,36758,520.0,520.0,22392.0,440.0,17884.0,,,,
556,AL,36759,650.0,650.0,21346.0,560.0,16679.0,,,,
557,AL,36761,400.0,400.0,14420.0,340.0,11165.0,,,,
558,AL,36765,480.0,480.0,15823.0,420.0,12118.0,,,,
559,AL,36767,690.0,690.0,19764.0,600.0,16499.0,,,,
560,AL,36768,300.0,300.0,10688.0,250.0,7377.0,,,,
561,AL,36769,1110.0,1110.0,37084.0,980.0,30630.0,,,,
562,AL,36773,140.0,140.0,4585.0,120.0,2979.0,,,,
563,AL,36775,310.0,310.0,13033.0,260.0,8702.0,,,,
564,AL,36776,600.0,600.0,17432.0,520.0,15103.0,,,,
565,AL,36782,850.0,850.0,38249.0,710.0,28181.0,,,,
566,AL,36783,320.0,320.0,14192.0,250.0,10064.0,,,,
567,AL,36784,3080.0,3080.0,150958.0,2590.0,110586.0,,,,
568,AL,36785,480.0,480.0,18630.0,410.0,12823.0,,,,
569,AL,36786,1200.0,1200.0,29833.0,1070.0,26010.0,,,,
570,AL,36790,100.0,100.0,4948.0,80.0,3864.0,,,,
571,AL,36792,460.0,460.0,21436.0,390.0,16238.0,,,,
572,AL,36793,210.0,210.0,9360.0,170.0,7049.0,,,,
573,AL,36801,9660.0,9660.0,505635.0,8240.0,337085.0,red clay brewing company,704 n railroad ave,Opelika,AL
574,AL,36804,8170.0,8170.0,388755.0,7130.0,288412.0,,,,
575,AL,36830,16300.0,16300.0,1333325.0,13750.0,877954.0,,,,
576,AL,36832,8340.0,8340.0,371900.0,7700.0,294470.0,,,,
577,AL,36850,1070.0,1070.0,35420.0,900.0,27214.0,,,,
578,AL,36852,970.0,970.0,37085.0,900.0,32818.0,,,,
579,AL,36853,3510.0,3510.0,214365.0,2650.0,128628.0,,,,
580,AL,36854,6650.0,6650.0,270171.0,5910.0,226026.0,,,,
581,AL,36855,540.0,540.0,22731.0,450.0,16822.0,,,,
582,AL,36856,2770.0,2770.0,127164.0,2490.0,108004.0,,,,
583,AL,36858,190.0,190.0,7070.0,150.0,5887.0,,,,
584,AL,36860,610.0,610.0,19657.0,540.0,15652.0,,,,
585,AL,36861,1360.0,1360.0,81580.0,1060.0,49816.0,,,,
586,AL,36862,2380.0,2380.0,89718.0,2050.0,69706.0,,,,
587,AL,36863,4850.0,4850.0,183707.0,4250.0,146235.0,,,,
588,AL,36865,120.0,120.0,4488.0,100.0,2745.0,,,,
589,AL,36866,1540.0,1540.0,64641.0,1290.0,50851.0,,,,
590,AL,36867,8550.0,8550.0,379937.0,7280.0,285600.0,chattahoochee brewing co,505 13th st ste a,Phenix City,AL
591,AL,36869,7880.0,7880.0,267868.0,6970.0,223529.0,,,,
592,AL,36870,7480.0,7480.0,341213.0,6670.0,287540.0,,,,
593,AL,36871,420.0,420.0,18831.0,380.0,14477.0,,,,
594,AL,36874,3570.0,3570.0,189525.0,3050.0,148201.0,,,,
595,AL,36875,1860.0,1860.0,84636.0,1580.0,62353.0,,,,
596,AL,36877,4960.0,4960.0,258968.0,4250.0,200016.0,,,,
597,AL,36879,1010.0,1010.0,79660.0,840.0,55492.0,,,,
598,AL,36901,130.0,130.0,3510.0,120.0,2984.0,,,,
599,AL,36904,1530.0,1530.0,80608.0,1200.0,55820.0,,,,
600,AL,36907,610.0,610.0,21372.0,540.0,16831.0,,,,
601,AL,36908,870.0,870.0,47417.0,720.0,36504.0,,,,
602,AL,36912,710.0,710.0,23313.0,570.0,18398.0,,,,
603,AL,36915,210.0,210.0,10073.0,180.0,8469.0,,,,
604,AL,36916,230.0,230.0,9846.0,190.0,8057.0,,,,
605,AL,36919,730.0,730.0,31578.0,620.0,25730.0,,,,
606,AL,36921,400.0,400.0,21324.0,340.0,17536.0,,,,
607,AL,36922,220.0,220.0,7378.0,190.0,5772.0,,,,
608,AL,36925,1190.0,1190.0,32651.0,1030.0,26610.0,,,,
609,AK,99501,7890.0,7890.0,588977.0,6630.0,369642.0,49th state brewing co - anchorage,717 w 3rd ave,Anchorage,AK
610,AK,99501,7890.0,7890.0,588977.0,6630.0,369642.0,broken tooth brewing co,2021 spar ave,Anchorage,AK
611,AK,99501,7890.0,7890.0,588977.0,6630.0,369642.0,glacier brewhouse,737 w 5th ave ste 110,Anchorage,AK
612,AK,99501,7890.0,7890.0,588977.0,6630.0,369642.0,humpy's great alaskan alehouse,610 w 6th ave,Anchorage,AK
613,AK,99501,7890.0,7890.0,588977.0,6630.0,369642.0,"resolution brewing company, llc",3024 mountain view drive,Anchorage,AK
614,AK,99502,11740.0,11740.0,951979.0,10230.0,667954.0,,,,
615,AK,99503,7780.0,7780.0,462759.0,6740.0,325481.0,,,,
616,AK,99504,19180.0,19180.0,1099939.0,16780.0,837032.0,,,,
617,AK,99505,2480.0,2480.0,96924.0,2470.0,93101.0,,,,
618,AK,99506,2930.0,2930.0,118636.0,2910.0,113235.0,,,,
619,AK,99507,18630.0,18630.0,1494393.0,16310.0,1097412.0,midnight sun brewing co,8111 dimond hook dr,Anchorage,AK
620,AK,99508,15400.0,15400.0,856606.0,13430.0,610323.0,,,,
621,AK,99510,250.0,250.0,22729.0,170.0,11342.0,,,,
622,AK,99515,10960.0,10960.0,1037077.0,9390.0,700041.0,anchorage brewing co,148 w 91st ave,Anchorage,AK
623,AK,99515,10960.0,10960.0,1037077.0,9390.0,700041.0,king street brewing co,9050 king street,Anchorage,AK
624,AK,99516,9600.0,9600.0,1404842.0,7950.0,920445.0,,,,
625,AK,99517,8140.0,8140.0,646776.0,6920.0,434881.0,,,,
626,AK,99518,5180.0,5180.0,343455.0,4520.0,252029.0,cynosure brewing,144 e potter dr unit e,Anchorage,AK
627,AK,99519,460.0,460.0,46674.0,370.0,31546.0,,,,
628,AK,99540,160.0,160.0,10692.0,110.0,7126.0,,,,
629,AK,99551,220.0,220.0,5042.0,190.0,4076.0,,,,
630,AK,99552,160.0,160.0,2749.0,150.0,2381.0,,,,
631,AK,99553,200.0,200.0,9021.0,200.0,8554.0,,,,
632,AK,99554,260.0,260.0,4406.0,230.0,3647.0,,,,
633,AK,99556,1080.0,1080.0,59751.0,780.0,34569.0,,,,
634,AK,99557,270.0,270.0,9553.0,240.0,8256.0,,,,
635,AK,99559,2860.0,2860.0,167837.0,2560.0,136595.0,,,,
636,AK,99561,170.0,170.0,2913.0,160.0,2660.0,,,,
637,AK,99563,390.0,390.0,6743.0,350.0,5776.0,,,,
638,AK,99567,4170.0,4170.0,334269.0,3470.0,243155.0,,,,
639,AK,99568,130.0,130.0,7827.0,90.0,3922.0,,,,
640,AK,99572,200.0,200.0,14460.0,170.0,6722.0,"cooper landing brewing company, llc.",34898 caribou heights cir,Cooper Landing,AK
641,AK,99573,400.0,400.0,20362.0,280.0,12248.0,,,,
642,AK,99574,1350.0,1350.0,77010.0,1090.0,45161.0,,,,
643,AK,99576,1360.0,1360.0,83659.0,1150.0,60197.0,,,,
644,AK,99577,12780.0,12780.0,1135936.0,11060.0,841645.0,odd man rush,10930 mausel st ste a1,Eagle River,AK
645,AK,99578,160.0,160.0,4233.0,130.0,3575.0,,,,
646,AK,99581,370.0,370.0,8873.0,350.0,8022.0,,,,
647,AK,99585,130.0,130.0,2729.0,120.0,1981.0,,,,
648,AK,99586,210.0,210.0,8895.0,140.0,5309.0,gakona brewing company,"po box 336 mile 0.5 tok cutoff hwy, lot 11",Gakona,AK
649,AK,99587,1310.0,1310.0,99096.0,1140.0,67908.0,girdwood brewing company,2700 alyeska highway,Girdwood,AK
650,AK,99588,650.0,650.0,39728.0,530.0,26380.0,,,,
651,AK,99589,110.0,110.0,2369.0,90.0,2016.0,,,,
652,AK,99590,110.0,110.0,1501.0,90.0,1134.0,,,,
653,AK,99603,5380.0,5380.0,364900.0,3970.0,184930.0,"grace ridge brewing, inc.",3388 b st suite 2,Homer,AK
654,AK,99603,5380.0,5380.0,364900.0,3970.0,184930.0,homer brewing co,1411 lake shore dr,Homer,AK
655,AK,99604,480.0,480.0,9903.0,440.0,8721.0,,,,
656,AK,99605,100.0,100.0,3583.0,60.0,2067.0,,,,
657,AK,99606,200.0,200.0,7323.0,180.0,5553.0,,,,
658,AK,99609,180.0,180.0,4369.0,170.0,3465.0,,,,
659,AK,99610,1110.0,1110.0,68477.0,860.0,43636.0,,,,
660,AK,99611,6400.0,6400.0,451286.0,5330.0,308191.0,kassik's brewery,47160 spruce haven st,Kenai,AK
661,AK,99612,310.0,310.0,13558.0,260.0,9776.0,,,,
662,AK,99613,280.0,280.0,17278.0,250.0,13320.0,,,,
663,AK,99614,260.0,260.0,4613.0,240.0,4064.0,,,,
664,AK,99615,6270.0,6270.0,378961.0,5420.0,258672.0,"kodiak island brewing co, llc",117 lower mill bay rd,Kodiak,AK
665,AK,99620,230.0,230.0,4888.0,210.0,3790.0,,,,
666,AK,99621,240.0,240.0,6287.0,230.0,5193.0,,,,
667,AK,99622,150.0,150.0,3738.0,130.0,2623.0,,,,
668,AK,99627,160.0,160.0,6205.0,120.0,4485.0,,,,
669,AK,99628,230.0,230.0,4924.0,180.0,2553.0,,,,
670,AK,99630,100.0,100.0,2199.0,90.0,1758.0,,,,
671,AK,99631,140.0,140.0,7663.0,110.0,5494.0,,,,
672,AK,99632,290.0,290.0,7190.0,260.0,5671.0,,,,
673,AK,99633,220.0,220.0,11812.0,190.0,7455.0,,,,
674,AK,99634,120.0,120.0,1867.0,110.0,1570.0,,,,
675,AK,99636,210.0,210.0,3614.0,140.0,2505.0,,,,
676,AK,99637,260.0,260.0,5148.0,240.0,3999.0,,,,
677,AK,99639,590.0,590.0,32302.0,380.0,17258.0,,,,
678,AK,99641,180.0,180.0,3573.0,170.0,2940.0,,,,
679,AK,99645,12920.0,12920.0,968035.0,10640.0,668656.0,arkose brewery,650 e steel loop,Palmer,AK
680,AK,99645,12920.0,12920.0,968035.0,10640.0,668656.0,bleeding heart brewery,1150 s colony way ste 3 pmb 618,Palmer,AK
681,AK,99645,12920.0,12920.0,968035.0,10640.0,668656.0,matanuska brewing company,513 s valley way,Palmer,AK
682,AK,99650,200.0,200.0,4572.0,180.0,3347.0,,,,
683,AK,99652,1440.0,1440.0,98911.0,1120.0,61545.0,,,,
684,AK,99653,110.0,110.0,6494.0,90.0,4019.0,,,,
685,AK,99654,14230.0,14230.0,1007487.0,12140.0,741398.0,bearpaw river brewing co,4605 e palmer wasilla hwy,Wasilla,AK
686,AK,99654,14230.0,14230.0,1007487.0,12140.0,741398.0,last frontier brewing company,238 n boundary st,Wasilla,AK
687,AK,99655,300.0,300.0,6063.0,270.0,4934.0,,,,
688,AK,99657,110.0,110.0,2388.0,110.0,1912.0,,,,
689,AK,99658,270.0,270.0,7464.0,240.0,6079.0,,,,
690,AK,99659,150.0,140.0,3762.0,140.0,3275.0,,,,
691,AK,99660,170.0,170.0,7374.0,150.0,5626.0,,,,
692,AK,99661,310.0,310.0,16727.0,240.0,9156.0,,,,
693,AK,99662,170.0,170.0,4331.0,150.0,3750.0,,,,
694,AK,99663,210.0,210.0,12521.0,140.0,5488.0,,,,
695,AK,99664,2290.0,2290.0,134016.0,1940.0,87993.0,seward brewing,139 4th ave,Seward,AK
696,AK,99669,7670.0,7670.0,575469.0,6140.0,385755.0,kenai river brewing co,308 homestead ln,Soldotna,AK
697,AK,99669,7670.0,7670.0,575469.0,6140.0,385755.0,st elias brewing co,434 sharkathmi ave,Soldotna,AK
698,AK,99671,190.0,190.0,4965.0,170.0,3902.0,,,,
699,AK,99672,1660.0,1660.0,113692.0,1220.0,72778.0,,,,
700,AK,99674,680.0,680.0,36119.0,510.0,24181.0,,,,
701,AK,99676,920.0,920.0,49134.0,720.0,29817.0,denali brewing company,37083 talkeetna spur rd,Talkeetna,AK
702,AK,99678,330.0,330.0,7761.0,230.0,4939.0,,,,
703,AK,99679,140.0,140.0,2059.0,130.0,1823.0,,,,
704,AK,99680,160.0,160.0,3407.0,150.0,2582.0,,,,
705,AK,99681,180.0,180.0,2601.0,160.0,2050.0,,,,
706,AK,99683,250.0,250.0,11239.0,180.0,6462.0,,,,
707,AK,99684,330.0,330.0,17802.0,300.0,14093.0,,,,
708,AK,99685,470.0,470.0,34950.0,420.0,30243.0,,,,
709,AK,99686,1980.0,1980.0,154113.0,1720.0,116932.0,,,,
710,AK,99688,1290.0,1290.0,72536.0,930.0,43807.0,,,,
711,AK,99689,230.0,230.0,11957.0,190.0,8600.0,,,,
712,AK,99692,1370.0,1370.0,76270.0,1330.0,69081.0,,,,
713,AK,99693,140.0,140.0,6347.0,110.0,4739.0,,,,
714,AK,99694,220.0,220.0,10863.0,170.0,7853.0,,,,
715,AK,99701,7940.0,7940.0,437933.0,6870.0,313880.0,hoodoo brewing co,1951 fox ave,Fairbanks,AK
716,AK,99702,1280.0,1280.0,53533.0,1260.0,51185.0,,,,
717,AK,99703,3600.0,3600.0,132865.0,3590.0,129747.0,,,,
718,AK,99705,8900.0,8900.0,577914.0,7940.0,457523.0,,,,
719,AK,99706,770.0,770.0,62363.0,630.0,38252.0,,,,
720,AK,99709,10690.0,10690.0,825908.0,9360.0,570704.0,black spruce brewing company,3290 peger rd ste b,Fairbanks,AK
721,AK,99712,4360.0,4360.0,345311.0,3730.0,252164.0,silver gulch brewing co,2195 old steese highway,Fox,AK
722,AK,99714,460.0,460.0,28041.0,350.0,18699.0,,,,
723,AK,99720,100.0,100.0,2275.0,90.0,1624.0,,,,
724,AK,99721,160.0,160.0,5144.0,130.0,4019.0,,,,
